Date,AAPL,AMZN,FB,GOOG,MSFT
2017-12-25,175.01,1168.36,177.2,1060.12,85.51
2017-12-26,170.57,1176.76,175.99,1056.74,85.4
2017-12-27,170.6,1182.26,177.62,1049.37,85.71
2017-12-28,171.08,1186.1,177.92,1048.14,85.72
2017-12-29,169.23,1169.47,176.46,1046.4,85.54
2018-01-01,169.23,1169.47,176.46,1046.4,85.54
2018-01-02,172.26,1189.01,181.42,1065.0,85.95
2018-01-03,172.23,1204.2,184.67,1082.48,86.35
2018-01-04,173.03,1209.59,184.33,1086.4,87.11
2018-01-05,175.0,1229.14,186.85,1102.23,88.19
2018-01-08,174.35,1246.87,188.28,1106.94,88.28
2018-01-09,174.33,1252.7,187.87,1106.26,88.22
2018-01-10,174.29,1254.33,187.84,1102.61,87.82
2018-01-11,175.28,1276.68,187.77,1105.52,88.08
2018-01-12,177.09,1305.2,179.37,1122.26,89.6
2018-01-15,177.09,1305.2,179.37,1122.26,89.6
2018-01-16,176.19,1304.86,178.39,1121.76,88.35
2018-01-17,179.1,1295.0,177.6,1131.98,90.14
2018-01-18,179.26,1293.32,179.8,1129.79,90.1
2018-01-19,178.46,1294.58,181.29,1137.51,90.0
2018-01-22,177.0,1327.31,185.37,1155.81,91.61
2018-01-23,177.04,1362.54,189.35,1169.97,91.9
2018-01-24,174.22,1357.51,186.55,1164.24,91.82
2018-01-25,171.11,1377.95,187.48,1170.37,92.33
2018-01-26,171.51,1402.05,190.0,1175.84,94.06
2018-01-29,167.96,1417.68,185.98,1175.58,93.92
2018-01-30,166.97,1437.82,187.12,1163.69,92.74
2018-01-31,167.43,1450.89,186.89,1169.94,95.01
2018-02-01,167.78,1390.0,193.09,1167.7,94.26
2018-02-02,160.5,1429.95,190.28,1111.9,91.78
2018-02-05,156.49,1390.0,181.26,1055.8,88.0
2018-02-06,163.03,1442.84,185.31,1080.6,91.33
2018-02-07,159.54,1416.78,180.18,1048.58,89.61
2018-02-08,155.15,1350.5,171.58,1001.52,85.01
2018-02-09,156.41,1339.6,176.11,1037.78,88.18
2018-02-12,162.71,1386.23,176.41,1051.94,89.13
2018-02-13,164.34,1414.51,173.15,1052.1,89.83
2018-02-14,167.37,1451.05,179.52,1069.7,90.81
2018-02-15,172.99,1461.76,179.96,1089.52,92.66
2018-02-16,172.43,1448.69,177.36,1094.8,92.0
2018-02-19,172.43,1448.69,177.36,1094.8,92.0
2018-02-20,171.85,1468.35,176.01,1102.46,92.72
2018-02-21,171.07,1482.92,177.91,1111.34,91.49
2018-02-22,172.5,1485.34,178.99,1106.63,91.73
2018-02-23,175.5,1500.0,183.29,1126.79,94.06
2018-02-26,178.97,1521.95,184.93,1143.75,95.42
2018-02-27,178.39,1511.98,181.46,1118.29,94.2
2018-02-28,178.12,1512.45,178.32,1104.73,93.77
2018-03-01,175.0,1493.45,175.94,1069.52,92.85
